,Country Name,Country Code,Series Name,Mean (2000-2019)
174,Seychelles,SYC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.37957596218135
175,Sierra Leone,SLE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",47.460879113572396
176,Singapore,SGP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14.553346558246549
177,Sint Maarten (Dutch part),SXM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
178,Slovak Republic,SVK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.72164816915644
179,Slovenia,SVN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.78886375103023
180,Solomon Islands,SLB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",19.021897966777452
181,Somalia,SOM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",47.81811316525639
182,South Africa,ZAF,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",30.45760550423075
183,South Sudan,SSD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",48.04685567867905
184,Sri Lanka,LKA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.739449825088868
185,St. Kitts and Nevis,KNA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
186,St. Lucia,LCA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.161842086533108
187,St. Martin (French part),MAF,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
188,St. Vincent and the Grenadines,VCT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.5887304425499
189,Sudan,SDN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",29.618864677150675
190,Suriname,SUR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.51934740762305
191,Sweden,SWE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.082043333845157
192,Syrian Arab Republic,SYR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.208622066226187
193,Tajikistan,TJK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.6830487937181
194,Tanzania,TZA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",44.881734140651
195,Thailand,THA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.447442026983575
196,Timor-Leste,TLS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",32.447342011947974
197,Togo,TGO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",39.27457508881733
198,Tonga,TON,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.2052391061437
199,Trinidad and Tobago,TTO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.636398947536965
200,Tunisia,TUN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.57532428445574
201,Turkmenistan,TKM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",16.077326317686424
202,Turks and Caicos Islands,TCA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
203,Tuvalu,TUV,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
204,Uganda,UGA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",43.672009507948424
205,Ukraine,UKR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.7600136861050926
206,United Arab Emirates,ARE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.3236853792267524
207,Uruguay,URY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.577526316216142
208,Uzbekistan,UZB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.972582029757807
209,Vanuatu,VUT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.729647908217675
210,"Venezuela, RB",VEN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.219387146543925
211,Vietnam,VNM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",8.23036681822787
212,Virgin Islands (U.S.),VIR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
213,West Bank and Gaza,PSE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
214,"Yemen, Rep.",YEM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",24.817515669650348
215,Zambia,ZMB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",44.56283109204683
216,Zimbabwe,ZWE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",40.21932648655435
217,Africa Eastern and Southern,AFE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",40.2715409403084
218,Africa Western and Central,AFW,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",46.6340545210139
219,Arab World,ARB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.6618486665122
220,Caribbean small states,CSS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",8.7418905619374
221,Central Europe and the Baltics,CEB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.9743566869775275
222,Early-demographic dividend,EAR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.384976203159752
223,East Asia & Pacific,EAS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.211354219255727
224,East Asia & Pacific (excluding high income),EAP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.062160855529919
225,East Asia & Pacific (IDA & IBRD countries),TEA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.018535240902582
226,Euro area,EMU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.066748610621082
227,Europe & Central Asia,ECS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.8976373616942226
228,Europe & Central Asia (excluding high income),ECA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.5939825304449724
229,Europe & Central Asia (IDA & IBRD countries),TEC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.563320837256825
230,European Union,EUU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.8299557440720373
231,Fragile and conflict affected situations,FCS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",35.57344544743215
232,Heavily indebted poor countries (HIPC),HPC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",39.87460831715085
233,High income,HIC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.944913549015258
234,IBRD only,IBD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
235,IDA & IBRD total,IBT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",17.8886680173617
236,IDA blend,IDB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
237,IDA only,IDX,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
238,IDA total,IDA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
239,Late-demographic dividend,LTE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.605764142002305
240,Latin America & Caribbean,LCN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.139311556228774
241,Latin America & Caribbean (excluding high income),LAC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.321311137583825
242,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.248036623751549
243,Least developed countries: UN classification,LDC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",36.30879083556485
244,Low & middle income,LMY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",18.130882481984326
245,Low income,LIC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",39.00173942334615
246,Lower middle income,LMC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",23.325808098344453
247,Middle East & North Africa,MEA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.4619996956506
248,Middle East & North Africa (excluding high income),MNA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.849211077988926
249,Middle East & North Africa (IDA & IBRD countries),TMN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.849211077988926
250,Middle income,MIC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.584819052354351
251,North America,NAC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.138171516390617
252,Not classified,INX,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",
253,OECD members,OED,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.141736524649172
254,Other small states,OSS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",28.05706919606525
255,Pacific island small states,PSS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",12.12848681690375
256,Post-demographic dividend,PST,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.791243144165643
257,Pre-demographic dividend,PRE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",43.79570138167123
258,Small states,SST,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",23.874394208082002
259,South Asia,SAS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",22.5053281531795
260,South Asia (IDA & IBRD),TSA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",22.5053281531795
261,Sub-Saharan Africa,SSF,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",43.02332487972413
262,Sub-Saharan Africa (excluding high income),SSA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",43.02619524872242
263,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",43.0233248797241
264,Upper middle income,UMC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.863475342948618
265,World,WLD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.599638946269275
266,,,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",0.0
267,Data from database: World Development Indicators,,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",0.0
268,Last Updated: 09/16/2022,,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",0.0
269,Argentina,ARG,"Cause of death, by non-communicable diseases (% of total)",58.738224876225985
270,Australia,AUS,"Cause of death, by non-communicable diseases (% of total)",67.28616576398808
271,Brazil,BRA,"Cause of death, by non-communicable diseases (% of total)",55.28149547216208
272,China,CHN,"Cause of death, by non-communicable diseases (% of total)",66.1052880386723
273,France,FRA,"Cause of death, by non-communicable diseases (% of total)",65.31548090163179
274,Germany,DEU,"Cause of death, by non-communicable diseases (% of total)",68.28631225928993
275,India,IND,"Cause of death, by non-communicable diseases (% of total)",45.69275728524467
276,Indonesia,IDN,"Cause of death, by non-communicable diseases (% of total)",54.616817241403076
277,Italy,ITA,"Cause of death, by non-communicable diseases (% of total)",68.50858392329212
278,Japan,JPN,"Cause of death, by non-communicable diseases (% of total)",61.65945929523835
279,"Korea, Rep.",KOR,"Cause of death, by non-communicable diseases (% of total)",59.5067241895605
280,Mexico,MEX,"Cause of death, by non-communicable diseases (% of total)",59.071831849834595
281,Netherlands,NLD,"Cause of death, by non-communicable diseases (% of total)",66.73846107900515
282,Russian Federation,RUS,"Cause of death, by non-communicable diseases (% of total)",65.8216067951653
283,Saudi Arabia,SAU,"Cause of death, by non-communicable diseases (% of total)",54.4357154770345
284,Spain,ESP,"Cause of death, by non-communicable diseases (% of total)",68.45871086539415
285,Switzerland,CHE,"Cause of death, by non-communicable diseases (% of total)",67.48926263249419
286,Turkiye,TUR,"Cause of death, by non-communicable diseases (% of total)",66.93810829846116
287,United Kingdom,GBR,"Cause of death, by non-communicable diseases (% of total)",66.4974604125164
288,United States,USA,"Cause of death, by non-communicable diseases (% of total)",66.07303280847287
289,Afghanistan,AFG,"Cause of death, by non-communicable diseases (% of total)",33.70482541479328
290,Albania,ALB,"Cause of death, by non-communicable diseases (% of total)",69.36451217373558
291,Algeria,DZA,"Cause of death, by non-communicable diseases (% of total)",57.789299307129305
292,American Samoa,ASM,"Cause of death, by non-communicable diseases (% of total)",
293,Andorra,AND,"Cause of death, by non-communicable diseases (% of total)",
294,Angola,AGO,"Cause of death, by non-communicable diseases (% of total)",21.88307054065075
295,Antigua and Barbuda,ATG,"Cause of death, by non-communicable diseases (% of total)",62.319668586978054
296,Armenia,ARM,"Cause of death, by non-communicable diseases (% of total)",67.55051363350961
297,Aruba,ABW,"Cause of death, by non-communicable diseases (% of total)",
298,Austria,AUT,"Cause of death, by non-communicable diseases (% of total)",68.6817873006629
299,Azerbaijan,AZE,"Cause of death, by non-communicable diseases (% of total)",65.85120459526797
300,"Bahamas, The",BHS,"Cause of death, by non-communicable diseases (% of total)",55.56000028296618
301,Bahrain,BHR,"Cause of death, by non-communicable diseases (% of total)",63.498186549516575
302,Bangladesh,BGD,"Cause of death, by non-communicable diseases (% of total)",48.34768055324463
303,Barbados,BRB,"Cause of death, by non-communicable diseases (% of total)",61.524870403184494
304,Belarus,BLR,"Cause of death, by non-communicable diseases (% of total)",68.39254208698128
305,Belgium,BEL,"Cause of death, by non-communicable diseases (% of total)",64.59355279224515
306,Belize,BLZ,"Cause of death, by non-communicable diseases (% of total)",47.27842425718977
307,Benin,BEN,"Cause of death, by non-communicable diseases (% of total)",27.449300500449375
308,Bermuda,BMU,"Cause of death, by non-communicable diseases (% of total)",
309,Bhutan,BTN,"Cause of death, by non-communicable diseases (% of total)",51.42469858729507
310,Bolivia,BOL,"Cause of death, by non-communicable diseases (% of total)",51.8865438329892
311,Bosnia and Herzegovina,BIH,"Cause of death, by non-communicable diseases (% of total)",70.40946132412324
312,Botswana,BWA,"Cause of death, by non-communicable diseases (% of total)",32.104276312318625
313,British Virgin Islands,VGB,"Cause of death, by non-communicable diseases (% of total)",
314,Brunei Darussalam,BRN,"Cause of death, by non-communicable diseases (% of total)",61.62817456064478
315,Bulgaria,BGR,"Cause of death, by non-communicable diseases (% of total)",71.33444249026735
316,Burkina Faso,BFA,"Cause of death, by non-communicable diseases (% of total)",23.518089953901477
317,Burundi,BDI,"Cause of death, by non-communicable diseases (% of total)",25.02063329062205
318,Cabo Verde,CPV,"Cause of death, by non-communicable diseases (% of total)",49.51083600700983
319,Cambodia,KHM,"Cause of death, by non-communicable diseases (% of total)",47.20549424949272
320,Cameroon,CMR,"Cause of death, by non-communicable diseases (% of total)",25.6358464159963
321,Canada,CAN,"Cause of death, by non-communicable diseases (% of total)",66.7952778348014
322,Cayman Islands,CYM,"Cause of death, by non-communicable diseases (% of total)",
323,Central African Republic,CAF,"Cause of death, by non-communicable diseases (% of total)",22.7268767888194
324,Chad,TCD,"Cause of death, by non-communicable diseases (% of total)",18.96341025125885
325,Channel Islands,CHI,"Cause of death, by non-communicable diseases (% of total)",
326,Chile,CHL,"Cause of death, by non-communicable diseases (% of total)",63.3211477979738
327,Colombia,COL,"Cause of death, by non-communicable diseases (% of total)",54.3296206287918
328,Comoros,COM,"Cause of death, by non-communicable diseases (% of total)",31.3219503637692
329,"Congo, Dem. Rep.",COD,"Cause of death, by non-communicable diseases (% of total)",23.4070770939163
330,"Congo, Rep.",COG,"Cause of death, by non-communicable diseases (% of total)",27.915593868290827
331,Costa Rica,CRI,"Cause of death, by non-communicable diseases (% of total)",61.06510119721497
332,Cote d'Ivoire,CIV,"Cause of death, by non-communicable diseases (% of total)",24.668984249782575
333,Croatia,HRV,"Cause of death, by non-communicable diseases (% of total)",69.25390827691783
334,Cuba,CUB,"Cause of death, by non-communicable diseases (% of total)",62.9996247109937
335,Curacao,CUW,"Cause of death, by non-communicable diseases (% of total)",
336,Cyprus,CYP,"Cause of death, by non-communicable diseases (% of total)",67.75840749447916
337,Czech Republic,CZE,"Cause of death, by non-communicable diseases (% of total)",67.31168669160812
338,Denmark,DNK,"Cause of death, by non-communicable diseases (% of total)",67.40669076780264
339,Djibouti,DJI,"Cause of death, by non-communicable diseases (% of total)",34.4963848591508
340,Dominica,DMA,"Cause of death, by non-communicable diseases (% of total)",
341,Dominican Republic,DOM,"Cause of death, by non-communicable diseases (% of total)",52.23472358889897
342,Ecuador,ECU,"Cause of death, by non-communicable diseases (% of total)",54.990462412840245
343,"Egypt, Arab Rep.",EGY,"Cause of death, by non-communicable diseases (% of total)",62.939566799896625
344,El Salvador,SLV,"Cause of death, by non-communicable diseases (% of total)",48.618214355178196
345,Equatorial Guinea,GNQ,"Cause of death, by non-communicable diseases (% of total)",24.0574893206404
346,Eritrea,ERI,"Cause of death, by non-communicable diseases (% of total)",34.71780641191737
347,Estonia,EST,"Cause of death, by non-communicable diseases (% of total)",69.25965343984568
348,Eswatini,SWZ,"Cause of death, by non-communicable diseases (% of total)",31.604767083538924
349,Ethiopia,ETH,"Cause of death, by non-communicable diseases (% of total)",28.571580165712277
350,Faroe Islands,FRO,"Cause of death, by non-communicable diseases (% of total)",
351,Fiji,FJI,"Cause of death, by non-communicable diseases (% of total)",63.20704321327527
352,Finland,FIN,"Cause of death, by non-communicable diseases (% of total)",69.42615424524101
353,French Polynesia,PYF,"Cause of death, by non-communicable diseases (% of total)",
354,Gabon,GAB,"Cause of death, by non-communicable diseases (% of total)",33.27190709413007
355,"Gambia, The",GMB,"Cause of death, by non-communicable diseases (% of total)",26.273145353771625
356,Georgia,GEO,"Cause of death, by non-communicable diseases (% of total)",69.54965164883615
357,Ghana,GHA,"Cause of death, by non-communicable diseases (% of total)",31.689616303396722
358,Gibraltar,GIB,"Cause of death, by non-communicable diseases (% of total)",
359,Greece,GRC,"Cause of death, by non-communicable diseases (% of total)",65.33024390645372
360,Greenland,GRL,"Cause of death, by non-communicable diseases (% of total)",
361,Grenada,GRD,"Cause of death, by non-communicable diseases (% of total)",62.43576549088655
362,Guam,GUM,"Cause of death, by non-communicable diseases (% of total)",
363,Guatemala,GTM,"Cause of death, by non-communicable diseases (% of total)",44.27509925804905
364,Guinea,GIN,"Cause of death, by non-communicable diseases (% of total)",23.50169525994255
365,Guinea-Bissau,GNB,"Cause of death, by non-communicable diseases (% of total)",23.2450427122023
366,Guyana,GUY,"Cause of death, by non-communicable diseases (% of total)",50.636199140877224
367,Haiti,HTI,"Cause of death, by non-communicable diseases (% of total)",35.53378201165935
368,Honduras,HND,"Cause of death, by non-communicable diseases (% of total)",50.87576883812755
369,"Hong Kong SAR, China",HKG,"Cause of death, by non-communicable diseases (% of total)",
370,Hungary,HUN,"Cause of death, by non-communicable diseases (% of total)",70.0536812543813
371,Iceland,ISL,"Cause of death, by non-communicable diseases (% of total)",67.24075285829204
372,"Iran, Islamic Rep.",IRN,"Cause of death, by non-communicable diseases (% of total)",58.80254998202645
373,Iraq,IRQ,"Cause of death, by non-communicable diseases (% of total)",45.73694270926818
374,Ireland,IRL,"Cause of death, by non-communicable diseases (% of total)",67.23989970085913
375,Isle of Man,IMN,"Cause of death, by non-communicable diseases (% of total)",
376,Israel,ISR,"Cause of death, by non-communicable diseases (% of total)",64.4899253125603
377,Jamaica,JAM,"Cause of death, by non-communicable diseases (% of total)",58.68124529614882
378,Jordan,JOR,"Cause of death, by non-communicable diseases (% of total)",56.82093100241505
379,Kazakhstan,KAZ,"Cause of death, by non-communicable diseases (% of total)",63.0540178130717
380,Kenya,KEN,"Cause of death, by non-communicable diseases (% of total)",26.00490429103695
381,Kiribati,KIR,"Cause of death, by non-communicable diseases (% of total)",52.545539272947224
382,"Korea, Dem. People's Rep.",PRK,"Cause of death, by non-communicable diseases (% of total)",59.686683909500346
383,Kosovo,XKX,"Cause of death, by non-communicable diseases (% of total)",
384,Kuwait,KWT,"Cause of death, by non-communicable diseases (% of total)",56.02848433824927
385,Kyrgyz Republic,KGZ,"Cause of death, by non-communicable diseases (% of total)",59.65972920608483
386,Lao PDR,LAO,"Cause of death, by non-communicable diseases (% of total)",44.33230456285085
387,Latvia,LVA,"Cause of death, by non-communicable diseases (% of total)",68.68658914838164
388,Lebanon,LBN,"Cause of death, by non-communicable diseases (% of total)",65.7318677245034
389,Lesotho,LSO,"Cause of death, by non-communicable diseases (% of total)",31.9632457637315
390,Liberia,LBR,"Cause of death, by non-communicable diseases (% of total)",21.663061127805
391,Libya,LBY,"Cause of death, by non-communicable diseases (% of total)",53.949206553715975
392,Liechtenstein,LIE,"Cause of death, by non-communicable diseases (% of total)",
393,Lithuania,LTU,"Cause of death, by non-communicable diseases (% of total)",67.34693480547305
394,Luxembourg,LUX,"Cause of death, by non-communicable diseases (% of total)",66.08172580747095
395,"Macao SAR, China",MAC,"Cause of death, by non-communicable diseases (% of total)",
396,Madagascar,MDG,"Cause of death, by non-communicable diseases (% of total)",31.961033295502524
397,Malawi,MWI,"Cause of death, by non-communicable diseases (% of total)",26.794074253198453
398,Malaysia,MYS,"Cause of death, by non-communicable diseases (% of total)",53.98193914036948
399,Maldives,MDV,"Cause of death, by non-communicable diseases (% of total)",63.13107542788247
400,Mali,MLI,"Cause of death, by non-communicable diseases (% of total)",21.1164842523775
401,Malta,MLT,"Cause of death, by non-communicable diseases (% of total)",67.88329978541215
402,Marshall Islands,MHL,"Cause of death, by non-communicable diseases (% of total)",
403,Mauritania,MRT,"Cause of death, by non-communicable diseases (% of total)",25.116321018293327
404,Mauritius,MUS,"Cause of death, by non-communicable diseases (% of total)",65.58365268654232
405,"Micronesia, Fed. Sts.",FSM,"Cause of death, by non-communicable diseases (% of total)",57.654344982431674
406,Moldova,MDA,"Cause of death, by non-communicable diseases (% of total)",66.34728238092987
407,Monaco,MCO,"Cause of death, by non-communicable diseases (% of total)",
408,Mongolia,MNG,"Cause of death, by non-communicable diseases (% of total)",60.1394842507204
409,Montenegro,MNE,"Cause of death, by non-communicable diseases (% of total)",70.15463557565943
410,Morocco,MAR,"Cause of death, by non-communicable diseases (% of total)",60.671160525544046
411,Mozambique,MOZ,"Cause of death, by non-communicable diseases (% of total)",24.86063122444535
412,Myanmar,MMR,"Cause of death, by non-communicable diseases (% of total)",49.25831831545308
413,Namibia,NAM,"Cause of death, by non-communicable diseases (% of total)",31.535276258054203
414,Nauru,NRU,"Cause of death, by non-communicable diseases (% of total)",
415,Nepal,NPL,"Cause of death, by non-communicable diseases (% of total)",45.13036239718517
416,New Caledonia,NCL,"Cause of death, by non-communicable diseases (% of total)",
417,New Zealand,NZL,"Cause of death, by non-communicable diseases (% of total)",67.33585957246797
418,Nicaragua,NIC,"Cause of death, by non-communicable diseases (% of total)",58.87290830793753
419,Niger,NER,"Cause of death, by non-communicable diseases (% of total)",20.3507876480658
420,Nigeria,NGA,"Cause of death, by non-communicable diseases (% of total)",19.21801477648975
421,North Macedonia,MKD,"Cause of death, by non-communicable diseases (% of total)",71.6791092130664
422,Northern Mariana Islands,MNP,"Cause of death, by non-communicable diseases (% of total)",
423,Norway,NOR,"Cause of death, by non-communicable diseases (% of total)",65.39525267077693
424,Oman,OMN,"Cause of death, by non-communicable diseases (% of total)",58.614572772397594
425,Pakistan,PAK,"Cause of death, by non-communicable diseases (% of total)",42.4143786685571
426,Palau,PLW,"Cause of death, by non-communicable diseases (% of total)",
427,Panama,PAN,"Cause of death, by non-communicable diseases (% of total)",55.76119188468915
428,Papua New Guinea,PNG,"Cause of death, by non-communicable diseases (% of total)",43.6032569848544
429,Paraguay,PRY,"Cause of death, by non-communicable diseases (% of total)",54.248118946059975
430,Peru,PER,"Cause of death, by non-communicable diseases (% of total)",52.567008645593624
431,Philippines,PHL,"Cause of death, by non-communicable diseases (% of total)",50.24366188441845
432,Poland,POL,"Cause of death, by non-communicable diseases (% of total)",67.57263854221007
433,Portugal,PRT,"Cause of death, by non-communicable diseases (% of total)",64.87636849221967
434,Puerto Rico,PRI,"Cause of death, by non-communicable diseases (% of total)",
435,Qatar,QAT,"Cause of death, by non-communicable diseases (% of total)",54.33402943080293
436,Romania,ROU,"Cause of death, by non-communicable diseases (% of total)",68.84426315907818
437,Rwanda,RWA,"Cause of death, by non-communicable diseases (% of total)",34.03351083194532
438,Samoa,WSM,"Cause of death, by non-communicable diseases (% of total)",60.67259318956783
439,San Marino,SMR,"Cause of death, by non-communicable diseases (% of total)",
440,Sao Tome and Principe,STP,"Cause of death, by non-communicable diseases (% of total)",40.24704232243747
441,Senegal,SEN,"Cause of death, by non-communicable diseases (% of total)",31.180237226690497
442,Serbia,SRB,"Cause of death, by non-communicable diseases (% of total)",71.01141589952393
443,Seychelles,SYC,"Cause of death, by non-communicable diseases (% of total)",58.669961059733474
444,Sierra Leone,SLE,"Cause of death, by non-communicable diseases (% of total)",21.693433068256375
445,Singapore,SGP,"Cause of death, by non-communicable diseases (% of total)",57.05632787803923
446,Sint Maarten (Dutch part),SXM,"Cause of death, by non-communicable diseases (% of total)",
447,Slovak Republic,SVK,"Cause of death, by non-communicable diseases (% of total)",66.85925755960722
448,Slovenia,SVN,"Cause of death, by non-communicable diseases (% of total)",66.7056249977671
449,Solomon Islands,SLB,"Cause of death, by non-communicable diseases (% of total)",48.37995058832668
450,Somalia,SOM,"Cause of death, by non-communicable diseases (% of total)",20.61847495622155
451,South Africa,ZAF,"Cause of death, by non-communicable diseases (% of total)",35.61368026455085
452,South Sudan,SSD,"Cause of death, by non-communicable diseases (% of total)",19.195553584193597
453,Sri Lanka,LKA,"Cause of death, by non-communicable diseases (% of total)",60.289892239610666
454,St. Kitts and Nevis,KNA,"Cause of death, by non-communicable diseases (% of total)",
455,St. Lucia,LCA,"Cause of death, by non-communicable diseases (% of total)",61.05902710615065
456,St. Martin (French part),MAF,"Cause of death, by non-communicable diseases (% of total)",
457,St. Vincent and the Grenadines,VCT,"Cause of death, by non-communicable diseases (% of total)",58.7506354002975
458,Sudan,SDN,"Cause of death, by non-communicable diseases (% of total)",37.2762632242083
459,Suriname,SUR,"Cause of death, by non-communicable diseases (% of total)",56.30768188369735
460,Sweden,SWE,"Cause of death, by non-communicable diseases (% of total)",67.16314967855276
461,Syrian Arab Republic,SYR,"Cause of death, by non-communicable diseases (% of total)",48.42574129387195
462,Tajikistan,TJK,"Cause of death, by non-communicable diseases (% of total)",53.615681671435524
463,Tanzania,TZA,"Cause of death, by non-communicable diseases (% of total)",22.621559560219097
464,Thailand,THA,"Cause of death, by non-communicable diseases (% of total)",55.40908333339918
465,Timor-Leste,TLS,"Cause of death, by non-communicable diseases (% of total)",37.17227979942218
466,Togo,TGO,"Cause of death, by non-communicable diseases (% of total)",28.4208712835595
467,Tonga,TON,"Cause of death, by non-communicable diseases (% of total)",60.4468376806573
468,Trinidad and Tobago,TTO,"Cause of death, by non-communicable diseases (% of total)",61.2380144228634
469,Tunisia,TUN,"Cause of death, by non-communicable diseases (% of total)",63.409197908778424
470,Turkmenistan,TKM,"Cause of death, by non-communicable diseases (% of total)",54.034005625906175
